1,01E+18;en;02-07-18 1:33;Twitter for Android;140;0;262;WorldCup,POR,ENG;Match of the Day;BBCMOTD;Jerry 23;Ocean View,Cape Town;9;342
1,01E+18;en;02-07-18 1:33;Twitter for Android;139;0;13;;#WorldCupRussia2018;thelivesoccer_;Sonny Simanjuntak;Indonesia;338;144
1,01E+18;en;02-07-18 1:33;Twitter for Android;135;0;3817;worldcup;Simon Clancy;SiClancy;damian jennings;Ireland;139;628
1,01E+18;en;02-07-18 1:33;Twitter for iPhone;139;0;646;;Mexican National Team,Oprah Winfrey;miseleccionmxEN,Oprah;Adrian Martinez;Riverside, CA;55;98
1,01E+18;en;02-07-18 1:33;Twitter for iPhone;106;0;1;ESP,RUS,WorldCup,ESPRUS;Liz Acevedo;Pumulo86;Slimboy fat2;Dallas, TX;10;43
1,01E+18;en;02-07-18 1:33;Twitter for iPhone;139;0;646;;Mexican National Team,Oprah Winfrey;miseleccionmxEN,Oprah;Jose Garcia;;256;262
1,01E+18;en;02-07-18 1:33;Twitter Web Client;100;0;0;WorldCup;;;Kamal Mustafa;Bengaluru, India;4814;5274
1,01E+18;en;02-07-18 1:33;Twitter for iPhone;83;0;196;WorldCup;Darth Vader;DepressedDarth;StarWarsGeek;;1574;1577
1,01E+18;en;02-07-18 1:33;Twitter for Android;273;1;0;DEN,WorldCup,CRODEN;;;Callum Hutt;;1187;1925
1,01E+18;en;02-07-18 1:33;Twitter for iPhone;138;0;14;Spain,ESPRUS;Jason Foster;JogaBonito_USA;The US of Arsenal;United States;659;2295
1,01E+18;en;02-07-18 1:33;Twitter for Android;116;0;544;WorldCup,CRO,BeProud,CRODEN,Family,Vatreni;HNS | CFF;HNS_CFF;EvilX;BKK Thailand;43;139
1,01E+18;en;02-07-18 1:33;Twitter for iPhone;140;0;2;WorldCup;TorontoStar;TorontoStar;Michau van Speyk;Toronto, Ontario;1399;5002
1,01E+18;en;02-07-18 1:33;Twitter for Android;141;0;0;WorldCup,Subasic;;;Fitz 54;Republic of Croatia;92;118
1,01E+18;en;02-07-18 1:32;Twitter for iPhone;73;0;82;WorldCup;Darth Vader;DepressedDarth;StarWarsGeek;;1574;1577
1,01E+18;en;02-07-18 1:32;Twitter for iPhone;144;0;2;WorldCup,DFS;The Daily Fantasy Sniper,DraftKings,FanDuel;theDFSniper,DraftKings,FanDuel;DFS Army;;9867;4027
1,01E+18;en;02-07-18 1:32;Twitter Web Client;140;0;760;TokenSale,bitcoin,crypto,blockchain,exchange,ICO,EOS;Qurrex,Qurrex;qurrex,qurrex;maliha jannat;Bangladesh;2293;2840
1,01E+18;en;02-07-18 1:32;Twitter for iPhone;87;0;18;WorldCup,Uganda;Simon Kaheru,Oskar Semweya-Musoke;skaheru,SemweyaMusoke;Tukundane Yonna;Uganda;1868;594
1,01E+18;en;02-07-18 1:32;Twitter for iPhone;67;0;31;WorldCup;Taylor Twellman;TaylorTwellman;Mauricio Gonzalez;NJ/NYC;85;546
1,01E+18;en;02-07-18 1:32;Twitter for Android;140;0;8;;Rich R,Nigel Coady,Ben Webb,LFC Stanley House,Evil Gravy,Mike Hassey;RJRemedios,IrishRed11,BenWebbLFC,LFCStanleyHouse,EvilGravy1,MikeHassey_LFC;Tim Gilbert;Merseyside;1216;1748
1,01E+18;en;02-07-18 1:32;Twitter for iPhone;64;0;4369;WorldCup;HRK800 Serial No. 191 919 199;MisterHeartz;I;;420;611
1,01E+18;en;02-07-18 1:32;Twitter for iPhone;140;0;112;Worldcup,CRODEN;Seema Jaswal;meseemajaswal;Don;;105;237
1,01E+18;en;02-07-18 1:32;Twitter for Android;131;0;501;KingEric,Mufc,WorldCup;Totally Man Utd™;TotallyMUFC;Riz Ulala;Rawang, Selangor;71;148
1,01E+18;en;02-07-18 1:32;Twitter for Android;139;0;564;WorldCup;SPORF,England;Sporf,England;Rob Tyler;Wirral;779;524
1,01E+18;en;02-07-18 1:32;Twitter for iPhone;139;0;4296;WorldCup;SPORF;Sporf;Samba Boy;;2534;937
1,01E+18;en;02-07-18 1:32;Twitter for Android;140;0;23;RUS,WorldCup;AP Sports,Graham Dunbar;AP_Sports,gdunbarap;Alan;Houston, TX;616;2450
1,01E+18;en;02-07-18 1:32;Twitter for Android;66;0;9727;WorldCup;Troll Football;TrollFootball;Mirza Aiman;Kuala Lumpur, Wilayah Persekut;681;684
1,01E+18;en;02-07-18 1:32;Twitter for iPhone;95;0;790;ESP,WorldCup,RUS;Manchester United,David de Gea;ManUtd,D_DeGea;Tengku Azlan Shah TJ;Bandar Shah Alam, Selangor;226;738
1,01E+18;en;02-07-18 1:32;Twitter for iPhone;169;4;1;32Nations1City,WorldCup,NYCFC,BRAMEX,BELJPN;Telemundo Deportes,Rockefeller Center;TelemundoSports,rockcenternyc;New York City FC;New York City;389785;6290
1,01E+18;en;02-07-18 1:32;Twitter for Android;64;0;4369;WorldCup;HRK800 Serial No. 191 919 199;MisterHeartz;B.A.P Love you !!;;94;422
1,01E+18;en;02-07-18 1:32;Twitter for Android;140;0;1851;ManoftheMatch;Budweiser;Budweiser;Carlos  Covaleda;Cesar, Colombia;323;308
1,01E+18;en;02-07-18 1:32;Twitter for iPhone;140;0;10;BELJPN,WorldCup;Football Battles;FootbaIIBattIes;Andrew Cunningham;;170;1267
1,01E+18;en;02-07-18 1:32;Twitter for Android;113;0;1477;WorldCup;Footy Jokes;Footy_JokesOG;Kotak R2;Bumi Arema;132;183
1,01E+18;en;02-07-18 1:32;Twitter for iPhone;124;0;2102;WorldCup,ESPRUS,ESP;Denizcan Grimes;MrFilmkritik;cryptic sinner.;;4469;298
1,01E+18;en;02-07-18 1:32;Twitter for iPhone;120;0;731;WorldCup;Squawka Football;Squawka;ramiro;Texas, USA;404;201
1,01E+18;en;02-07-18 1:32;Twitter for iPhone;140;0;10;BRAMEX,WorldCup;Football Battles;FootbaIIBattIes;Andrew Cunningham;;170;1267
1,01E+18;en;02-07-18 1:32;Twitter for Android;140;0;85;WorldCup;Sky Sports World Cup,England;SkyFootball,England;Felipe Saldarriaga;;142;352
1,01E+18;en;02-07-18 1:32;Twitter for iPhone;64;0;4369;WorldCup;HRK800 Serial No. 191 919 199;MisterHeartz;psm;;378;391
1,01E+18;en;02-07-18 1:32;Twitter for Android;140;0;1189;;SPORF;Sporf;Syafiq;;560;30
1,01E+18;en;02-07-18 1:32;Twitter Web Client;140;0;6;;Tony Kelly;thisistonykelly;pearl;;0;0
1,01E+18;en;02-07-18 1:32;Twitter for iPhone;90;0;0;WorldCup,mufc;Paul Pogba;paulpogba;Rohan Tondulkar;;226;311
1,01E+18;en;02-07-18 1:32;Twitter Lite;65;13;1;WorldCup;;;Ella Laxa-Pangilinan;Manila/Firenze;31407;196
1,01E+18;en;02-07-18 1:32;Twitter for iPhone;140;0;1;Norwalk,NorwalkCT,Connecticut;Rivero Photography;Riverovideopro;Leny;;143;265
1,01E+18;en;02-07-18 1:32;Twitter for iPhone;80;0;5344;WorldCup;B/R Football;brfootball;M;H-town;759;591
